date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:16:00	52247/52247	---M--	200	added ('OK')	image/png	etag:%22e37bc92a01ab374133913cfc563daa36-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/instragram-image/1.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/instragram-image/1.png	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:16:00	52652/52652	---M--	200	added ('OK')	image/png	etag:%2260b8c90e163b354451cd3bef2fda4f33-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/instragram-image/2.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/instragram-image/2.png	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:16:00	45497/45497	---M--	200	added ('OK')	image/png	etag:%2277a238996d6d07c2f02c8772ed1d9318-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/instragram-image/3.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/instragram-image/3.png	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:16:01	48301/48301	---M--	200	added ('OK')	image/png	etag:%22477b8ae4ea88a3dc638e6b2b1cbb43a5-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/instragram-image/4.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/instragram-image/4.png	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:16:01	5597/5597	---M--	200	added ('OK')	image/png	etag:%223b96be9e55980714eb34de76b0c8a776-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/images/icons/payment.png	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/images/icons/payment.png	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:16:02	241894/241894	---MCZ	200	added ('OK')	application/javascript	etag:%22b2e104d19c122c549cfa1bd3625ef038-ssl-df%22	https://htmldemo.hasthemes.com/furns/furns/assets/js/vendor/vendor.min.js	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/js/vendor/vendor.min.js	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:16:02	14808/14808	---M-Z	200	added ('OK')	application/javascript	etag:%223990a131b2d6dcb85d922898a4ffd295-ssl-df%22	https://htmldemo.hasthemes.com/furns/furns/assets/js/main.js	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/js/main.js	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:16:03	605288/605288	---MCZ	200	added ('OK')	application/javascript	etag:%22f5afe3e2ac44727965de4f1f2a86bb66-ssl-df%22	https://htmldemo.hasthemes.com/furns/furns/assets/js/plugins/plugins.min.js	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/js/plugins/plugins.min.js	(from https://htmldemo.hasthemes.com/furns/furns/index.html)
13:16:03	120724/120724	---MCZ	200	added ('OK')	application/octet-stream	etag:%224825e37c00f1dfc148ad42d25363e060-ssl-df%22	https://htmldemo.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons.eot?v=2.0.0	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons28b5.eot	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
13:16:03	188508/188508	---M--	200	added ('OK')	font/ttf	etag:%22e17956ad23992904354a95766b2cf38b-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons.ttf?v=2.0.0	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons28b5.ttf	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
13:16:04	67904/67904	---MCZ	200	added ('OK')	application/font-woff	etag:%22b9d0328d51037b77275622ca38911d83-ssl-df%22	https://htmldemo.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons.woff?v=2.0.0	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/fonts/ionicons/ionicons28b5.woff	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
13:16:04	30064/30064	---M--	200	added ('OK')	font/woff2	etag:%22126b67e5f84431d6d97d60c548e5e91a-ssl%22	https://htmldemo.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Icons.woff2?v=2.4.0	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Iconsb26c.woff2	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
13:16:04	54266/54266	---MCZ	200	added ('OK')	application/octet-stream	etag:%22396d0a4f25c5ea45cf3555a7ea39c261-ssl-df%22	https://htmldemo.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Icons.eot?v=2.4.0	C:/Users/axmed/OneDrive/Desktop/Furns/Furns/htmldemo.hasthemes.com/furns/furns/assets/fonts/Simple-Line-Icons/Simple-Line-Iconsb26c.eot	(from https://htmldemo.hasthemes.com/furns/furns/assets/css/vendor/vendor.min.css)
